,listing_id,counteng,pos,neg,zero,wordcount,charcount,sentiment,count
175,743211,48,0.9791666666666666,0.0,0.020833333333333332,84.95833333333333,465.9791666666667,0.3756484213163298,3
176,749247,59,1.0,0.0,0.0,75.44067796610169,413.4406779661017,0.39873922169246634,49
177,750438,86,1.0,0.0,0.0,76.3953488372093,415.3953488372093,0.3880315322707685,62
178,753446,58,1.0,0.0,0.0,53.63793103448276,284.05172413793105,0.3946756700306949,91
179,754845,17,1.0,0.0,0.0,47.411764705882355,266.47058823529414,0.3704539937186997,65
180,766700,230,0.9782608695652174,0.013043478260869565,0.008695652173913044,61.469565217391306,339.7869565217391,0.36751573354881917,17
181,771309,1,1.0,0.0,0.0,52.0,281.0,0.4492559523809524,244
182,777903,16,1.0,0.0,0.0,61.6875,326.25,0.4080977678282367,1
183,789843,2,1.0,0.0,0.0,49.0,275.0,0.5051190476190477,17
184,798957,167,1.0,0.0,0.0,72.91616766467065,407.1556886227545,0.43742088961621517,2
185,799701,2,1.0,0.0,0.0,100.0,545.5,0.3116829004329004,192
186,801680,21,0.9523809523809523,0.047619047619047616,0.0,72.9047619047619,404.42857142857144,0.34336019669985934,2
187,801722,14,1.0,0.0,0.0,64.21428571428571,356.57142857142856,0.40915677609427614,23
188,815639,270,0.9851851851851852,0.007407407407407408,0.007407407407407408,64.54074074074074,354.93333333333334,0.3699484905177449,14
189,820073,45,1.0,0.0,0.0,94.71111111111111,523.5111111111111,0.42455373163420046,281
190,826555,3,0.3333333333333333,0.0,0.6666666666666666,24.0,137.0,0.07412131519274377,46
191,826706,6,0.8333333333333334,0.16666666666666666,0.0,50.166666666666664,259.3333333333333,0.23231867283950622,3
192,831744,31,0.967741935483871,0.0,0.03225806451612903,51.935483870967744,295.4516129032258,0.3812604016354016,7
193,839265,14,0.9285714285714286,0.07142857142857142,0.0,48.92857142857143,274.5,0.3224717788824932,31
194,848152,30,0.9666666666666667,0.03333333333333333,0.0,70.2,388.0,0.36857280251142926,16
195,849408,33,0.9696969696969697,0.030303030303030304,0.0,84.18181818181819,463.45454545454544,0.38883445784606974,31
196,851927,7,1.0,0.0,0.0,70.57142857142857,399.14285714285717,0.4198252834467121,33
197,879929,42,1.0,0.0,0.0,86.4047619047619,463.35714285714283,0.4174993843353319,7
198,890705,16,0.9375,0.0625,0.0,93.625,520.0625,0.273835535991786,43
199,891661,171,0.9883040935672515,0.0,0.011695906432748537,71.23976608187135,388.57894736842104,0.3786486722682895,16
200,891953,12,0.8333333333333334,0.0,0.16666666666666666,92.41666666666667,494.4166666666667,0.28275309539851295,190
201,894539,39,1.0,0.0,0.0,68.23076923076923,375.3333333333333,0.410780578925382,13
202,915272,140,0.9571428571428572,0.02142857142857143,0.02142857142857143,63.32857142857143,355.3071428571429,0.37828790044629584,40
203,916123,268,0.9850746268656716,0.011194029850746268,0.0037313432835820895,64.72014925373135,354.410447761194,0.3588896543203532,150
204,932853,16,1.0,0.0,0.0,86.8125,476.0,0.32436891614215957,281
205,950046,6,1.0,0.0,0.0,59.0,335.6666666666667,0.42455697548268817,17
206,951476,3,0.6666666666666666,0.3333333333333333,0.0,128.0,696.6666666666666,0.3189576534576535,6
207,951480,1,1.0,0.0,0.0,32.0,184.0,0.2544444444444445,3
208,957224,53,1.0,0.0,0.0,70.64150943396227,397.811320754717,0.42907431749684455,1
209,962610,30,1.0,0.0,0.0,63.46666666666667,363.0,0.41613878708372753,57
210,965554,6,1.0,0.0,0.0,32.833333333333336,189.83333333333334,0.5608095238095238,33
211,971393,11,1.0,0.0,0.0,67.9090909090909,369.1818181818182,0.43522889610389615,6
212,973695,36,1.0,0.0,0.0,77.63888888888889,435.05555555555554,0.3899330923086142,11
213,973840,41,0.975609756097561,0.0,0.024390243902439025,74.6829268292683,402.4146341463415,0.35465909059492745,38
214,979759,2,1.0,0.0,0.0,97.5,516.0,0.27818073593073595,42
215,986399,4,1.0,0.0,0.0,43.75,253.25,0.5775416666666666,2
216,989163,19,1.0,0.0,0.0,86.84210526315789,486.8421052631579,0.3850984174087278,4
217,990668,86,1.0,0.0,0.0,79.69767441860465,437.5232558139535,0.45204432581244325,19
218,994138,94,0.9893617021276596,0.0,0.010638297872340425,76.44680851063829,424.968085106383,0.3900902082635661,96
219,994317,4,1.0,0.0,0.0,71.0,387.75,0.28108079420579424,96
220,1030500,13,0.9230769230769231,0.0,0.07692307692307693,81.92307692307692,450.15384615384613,0.31225217904424635,4
221,1038465,155,0.967741935483871,0.012903225806451613,0.01935483870967742,60.63870967741936,331.0,0.39017311527148935,14
222,1042420,48,0.9791666666666666,0.0,0.020833333333333332,91.20833333333333,487.875,0.3427467721633106,163
223,1044307,1,1.0,0.0,0.0,31.0,174.0,0.37050000000000005,52
224,1051482,26,0.9615384615384616,0.0,0.038461538461538464,79.0,442.34615384615387,0.3529613534365801,1
225,1059604,24,1.0,0.0,0.0,101.5,554.5416666666666,0.3415437348076856,29
226,1066742,28,0.7857142857142857,0.14285714285714285,0.07142857142857142,71.89285714285714,389.35714285714283,0.27406933270203865,26
227,1066767,17,0.9411764705882353,0.058823529411764705,0.0,71.58823529411765,380.47058823529414,0.31822474441408266,32
228,1067184,49,1.0,0.0,0.0,62.91836734693877,345.0612244897959,0.4127415091000646,17
229,1071144,1,1.0,0.0,0.0,64.0,331.0,0.35,53
230,1071235,145,0.993103448275862,0.006896551724137931,0.0,74.17241379310344,409.68275862068964,0.36317241907338177,1
231,1090413,42,1.0,0.0,0.0,65.78571428571429,356.26190476190476,0.4091530520310231,152
232,1092093,8,1.0,0.0,0.0,96.125,550.125,0.41459109656159343,42
233,1094599,18,1.0,0.0,0.0,56.333333333333336,302.27777777777777,0.3945711651664034,9
234,1102623,44,1.0,0.0,0.0,79.86363636363636,443.34090909090907,0.3828264994063099,19
235,1106555,22,0.9545454545454546,0.045454545454545456,0.0,71.86363636363636,389.27272727272725,0.39027643928652006,47
236,1109224,34,0.9705882352941176,0.0,0.029411764705882353,85.73529411764706,467.1470588235294,0.3358479388405147,26
237,1110423,40,0.925,0.025,0.05,72.325,393.225,0.37248029889623213,35
238,1112067,116,0.9913793103448276,0.008620689655172414,0.0,69.66379310344827,369.3448275862069,0.38986332403530866,42
239,1112193,106,0.9811320754716981,0.0,0.018867924528301886,57.783018867924525,311.6320754716981,0.36871541327515284,129
240,1113272,38,1.0,0.0,0.0,55.026315789473685,307.05263157894734,0.41863448211145576,120
241,1115394,157,1.0,0.0,0.0,70.40764331210191,379.8789808917197,0.38999130186730085,41
242,1128894,49,0.9795918367346939,0.0,0.02040816326530612,63.93877551020408,347.7551020408163,0.3547172811046899,179
243,1131634,24,0.9583333333333334,0.0,0.041666666666666664,69.29166666666667,399.7916666666667,0.3514923044327806,50
244,1136972,262,0.9961832061068703,0.003816793893129771,0.0,68.32442748091603,374.2977099236641,0.42068620868861184,24
245,1141522,211,0.981042654028436,0.009478672985781991,0.009478672985781991,64.51184834123222,349.0047393364929,0.32990092243450325,280
246,1141888,32,0.96875,0.03125,0.0,74.625,399.15625,0.3923151305328898,237
247,1147871,209,0.9760765550239234,0.014354066985645933,0.009569377990430622,59.84688995215311,324.39234449760767,0.3517753999273962,36
248,1161210,131,0.9770992366412213,0.007633587786259542,0.015267175572519083,72.41221374045801,395.69465648854964,0.3675724832435113,226
249,1166808,27,1.0,0.0,0.0,64.5925925925926,347.9259259259259,0.4624304520068409,163
250,1167221,87,0.9770114942528736,0.0,0.022988505747126436,68.97701149425288,381.4597701149425,0.40446154158929637,29
251,1171578,106,1.0,0.0,0.0,58.93396226415094,322.04716981132077,0.42588640502616754,97
252,1173306,22,1.0,0.0,0.0,96.13636363636364,515.8636363636364,0.36282417948814055,108
253,1174776,6,1.0,0.0,0.0,58.833333333333336,326.8333333333333,0.5233109567901234,23
254,1175376,42,0.9285714285714286,0.023809523809523808,0.047619047619047616,57.07142857142857,316.07142857142856,0.3380575237145467,6
255,1178106,218,0.9495412844036697,0.03211009174311927,0.01834862385321101,52.10550458715596,282.1834862385321,0.3288297689103532,49
256,1178162,200,0.965,0.03,0.005,62.015,336.71,0.3362047232913036,226
257,1178371,73,0.9863013698630136,0.0,0.0136986301369863,71.45205479452055,399.5342465753425,0.3599459715271196,215
258,1179399,74,0.972972972972973,0.0,0.02702702702702703,65.10810810810811,364.3243243243243,0.39320812648759074,85
259,1183032,19,1.0,0.0,0.0,85.84210526315789,473.3157894736842,0.35075473859108736,92
260,1185034,15,0.9333333333333333,0.0,0.06666666666666667,65.86666666666666,352.06666666666666,0.36710254128587455,19
261,1187188,17,1.0,0.0,0.0,77.82352941176471,420.29411764705884,0.43331809181060066,16
262,1197857,57,0.9649122807017544,0.017543859649122806,0.017543859649122806,77.78947368421052,422.6140350877193,0.3565365811250309,17
263,1200502,30,0.9666666666666667,0.0,0.03333333333333333,56.8,320.43333333333334,0.39655324622467464,63
264,1203014,57,1.0,0.0,0.0,71.40350877192982,389.2456140350877,0.4065296302320647,34
265,1214214,1,1.0,0.0,0.0,37.0,182.0,0.5416666666666667,60
266,1220971,40,0.975,0.0,0.025,63.65,353.375,0.4363006396509794,1
267,1222327,2,1.0,0.0,0.0,86.5,481.0,0.4253801169590643,43
268,1223050,39,0.8717948717948718,0.0,0.1282051282051282,85.43589743589743,477.64102564102564,0.3627210304765698,2
269,1234740,5,1.0,0.0,0.0,36.2,207.6,0.4636746031746032,39
270,1240598,73,0.9452054794520548,0.0547945205479452,0.0,65.06849315068493,357.32876712328766,0.3251910071009372,9
271,1248870,17,1.0,0.0,0.0,60.88235294117647,342.52941176470586,0.45128107227739583,76
272,1252289,74,1.0,0.0,0.0,60.189189189189186,335.3783783783784,0.41431519230232655,17
273,1262443,3,0.0,0.0,1.0,14.0,87.66666666666667,0.0,78
