"","id","thumbnail_url","medium_url","picture_url","xl_picture_url","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","zipcode","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","requires_license","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","downtown","kitchen","restaurants","laundry","harvard","bus","subway","airport","nosmoking","amenities_list","amenity_counts","TV","Wireless Internet","Kitchen","Free Parking on Premises","Pets live on this property","Dogs","Heating","FamilyKid Friendly","Washer","Dryer","Smoke Detector","Fire Extinguisher","Essentials","Shampoo","Laptop Friendly Workspace","Internet","Air Conditioning","Pets Allowed","Carbon Monoxide Detector","Lock on Bedroom Door","Hangers","Hair Dryer","Iron","Cable TV","First Aid Kit","Safety Card","Gym","Breakfast","Indoor Fireplace","Cats","24Hour Checkin","Hot Tub","BuzzerWireless Intercom","Other pets","Washer  Dryer","Smoking Allowed","Suitable for Events","Wheelchair Accessible","Elevator in Building","Pool","Doorman","Paid Parking Off Premises","Free Parking on Street"
"1",12147973,1,1,1,1,"N/A",NA,NA,0,1,1,1,1,4,1,0,"Roslindale","02131",1,"House","Entire home/apt",4,1.5,2,3,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Laptop Friendly Workspace""}",0,35,1,0,2,1125,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,"moderate",0,0,1,NA,0,0,1,0,0,1,0,0,1,"TV, Wireless Internet, Kitchen, Free Parking on Premises, Pets live on this property, Dogs, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Fire Extinguisher, Essentials, Shampoo, Laptop Friendly Workspace",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",3075044,1,1,1,1,"within an hour",100,100,0,1,1,1,1,7,1,1,"Roslindale","02131",1,"Apartment","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron}",95,10,0,0,2,15,26,54,84,359,36,94,10,9,10,10,9,9,0,1,"moderate",0,0,1,1.3,0,1,0,1,0,1,1,0,0,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Pets Allowed, Pets live on this property, Dogs, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher, Essentials, Shampoo, Lock on Bedroom Door, Hangers, Hair Dryer, Iron",21,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",6976,1,1,1,1,"within a few hours",100,88,1,1,1,1,1,4,1,1,"Roslindale","02131",1,"Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""Lock on Bedroom Door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",0,0,1,20,3,45,19,46,61,319,41,98,10,9,10,10,9,10,0,0,"moderate",1,0,1,0.47,0,0,0,0,0,1,0,1,1,"TV, Cable TV, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Essentials, Shampoo, Lock on Bedroom Door",16,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",1436513,1,1,1,1,"within a few hours",100,50,0,1,1,1,1,3,1,0,"Roslindale","",0,"House","Private room",4,1,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,Breakfast,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",100,50,2,25,1,1125,6,16,26,98,1,100,10,10,10,10,10,10,0,0,"moderate",0,0,1,1,0,0,1,0,0,1,1,0,0,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Gym, Breakfast, Indoor Fireplace, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",23,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",7651065,1,1,1,1,"within an hour",100,100,1,1,1,1,1,4,1,1,"Roslindale","02131",1,"House","Private room",2,1.5,1,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",0,15,1,0,2,31,13,34,59,334,29,99,10,10,10,10,9,10,0,0,"flexible",0,0,1,2.25,0,0,0,0,0,1,1,1,1,"Internet, Wireless Internet, Air Conditioning, Kitchen, Breakfast, Heating, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Essentials, Shampoo, Hangers, Hair Dryer, Iron",14,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",12386020,1,1,1,1,"within a few hours",100,95,1,1,1,2,2,4,1,1,"Roslindale","02131",1,"Condominium","Private room",2,1,1,1,"Real Bed","{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Hangers,Iron}",0,30,1,0,2,1125,5,28,58,58,8,100,10,10,10,10,9,10,0,0,"flexible",0,0,1,1.7,1,0,0,0,0,1,0,0,1,"Cable TV, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Pets live on this property, Cats, Heating, FamilyKid Friendly, Smoke Detector, Carbon Monoxide Detector, Hangers, Iron",13,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",5706985,1,1,1,1,"within an hour",98,96,0,1,1,5,5,5,1,1,"Roslindale","02131",0,"Apartment","Entire home/apt",3,1,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in""}",0,0,1,25,1,1125,22,39,69,344,57,90,10,10,10,10,9,9,0,0,"strict",0,0,3,4,1,0,0,0,0,1,0,0,1,"TV, Internet, Wireless Internet, Kitchen, Free Parking on Premises, Heating, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin",13,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8",2843445,1,1,1,1,"within a few hours",100,100,1,1,1,2,2,5,1,1,"Roslindale","02131",1,"House","Private room",2,2,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,10,1,15,1,1125,30,60,90,365,67,96,10,10,10,10,10,10,0,0,"moderate",1,1,2,2.38,0,0,0,0,0,1,0,0,0,"TV, Internet, Wireless Internet, Air Conditioning, Free Parking on Premises, Breakfast, Pets live on this property, Dogs, Indoor Fireplace, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",23,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",753446,1,1,1,1,"within an hour",100,100,1,1,1,1,1,5,1,1,"Roslindale","02131",1,"Condominium","Private room",2,1,1,2,"Real Bed","{""Wireless Internet"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo,Hangers,""Hair Dryer""}",0,0,2,0,2,1125,12,42,72,347,65,96,10,10,10,10,9,10,0,0,"moderate",0,0,1,5.36,1,0,0,0,0,0,0,0,1,"Wireless Internet, Pets live on this property, Cats, Heating, FamilyKid Friendly, Smoke Detector, Carbon Monoxide Detector, Shampoo, Hangers, Hair Dryer",10,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",849408,1,1,1,1,"within an hour",100,100,1,1,1,2,2,5,1,1,"Roslindale","02131",1,"Apartment","Entire home/apt",5,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",200,50,4,25,4,10,20,50,80,107,33,94,10,9,10,10,9,9,0,0,"strict",0,0,2,1.01,0,0,0,1,0,1,1,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",22,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11",12023024,1,1,1,1,"within a day",83,100,0,1,1,1,1,3,1,0,"Roslindale","02131",1,"House","Private room",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,""Lock on Bedroom Door"",""Hair Dryer"",""translation missing: en.hosting_amenity_50""}",0,30,1,10,1,1125,16,38,68,343,1,80,10,8,8,10,10,10,0,0,"flexible",0,0,1,0.36,1,0,1,0,0,0,0,0,0,"TV, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Safety Card, Essentials, Lock on Bedroom Door, Hair Dryer",15,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",1668313,1,1,1,1,"within an hour",100,89,1,1,1,2,2,4,1,1,"Roslindale","02131",1,"House","Private room",1,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",0,40,1,0,1,1125,6,36,66,341,17,94,9,10,10,10,9,9,0,0,"flexible",0,0,2,0.48,0,0,0,0,0,1,1,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Free Parking on Premises, Pets Allowed, Pets live on this property, Cats, Heating, Washer, Dryer",12,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",2684840,1,1,1,1,"within a few hours",100,100,0,1,1,2,2,3,1,0,"Roslindale","02131",1,"Condominium","Entire home/apt",4,1,2,2,"Real Bed","{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,40,1,0,1,1125,0,0,0,0,1,100,10,10,10,10,10,10,0,1,"flexible",0,0,2,0.64,1,0,0,0,0,0,0,0,0,"Cable TV, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Pets live on this property, Dogs, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hair Dryer, Iron, Laptop Friendly Workspace",19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"14",13547301,1,1,1,1,"within an hour",100,97,0,1,1,1,1,4,1,1,"Roslindale","02131",1,"Apartment","Entire home/apt",5,1,2,3,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,50,5,30,2,21,8,17,39,129,12,97,10,10,10,10,9,10,0,0,"moderate",0,0,1,4.93,1,0,0,0,0,0,0,0,0,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Heating, FamilyKid Friendly, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",20,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"15",5434353,1,1,1,1,"within a day",75,100,0,1,1,1,1,4,1,1,"Roslindale","02131",1,"House","Entire home/apt",2,1.5,2,2,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",500,150,2,35,3,1125,11,14,44,319,7,91,9,9,10,9,9,9,0,0,"moderate",0,0,1,0.56,1,0,0,0,0,1,0,1,0,"Internet, Wireless Internet, Kitchen, Free Parking on Premises, Pets Allowed, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Fire Extinguisher, Essentials, Shampoo",14,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",225979,1,1,1,1,"within an hour",100,79,0,1,1,2,2,4,1,0,"Roslindale","02131",1,"Apartment","Private room",1,0,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",0,0,1,0,1,365,4,34,64,339,70,96,9,10,10,10,9,10,0,1,"strict",0,0,2,1.16,0,0,0,0,0,1,1,0,1,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Breakfast, Heating, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo",15,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",3420384,1,1,1,1,"within a few hours",100,100,0,1,1,1,1,3,1,0,"Roslindale","02131",1,"House","Private room",4,1,1,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",0,50,3,15,3,1125,20,50,80,349,1,100,10,10,10,10,10,10,0,0,"flexible",0,0,1,1,0,0,0,1,0,1,0,1,1,"TV, Cable TV, Internet, Wireless Internet, Kitchen, Free Parking on Premises, Hot Tub, Indoor Fireplace, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Fire Extinguisher",16,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"18",13512930,1,1,1,1,"within a few hours",100,100,0,1,1,2,2,3,1,0,"Roslindale","02131",1,"Condominium","Private room",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,20,1,15,1,1125,0,0,0,0,1,100,10,10,10,10,10,10,0,1,"flexible",0,0,2,0.37,1,0,0,0,0,0,0,0,0,"TV, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Heating, Washer, Dryer, Smoke Detector, Fire Extinguisher, Essentials, Shampoo, Lock on Bedroom Door, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",17,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",7482195,1,1,1,1,"within a day",100,100,1,1,1,3,3,4,1,1,"Roslindale","02131",1,"House","Private room",1,1,1,1,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,0,1,10,5,1125,0,0,20,295,0,NA,NA,NA,NA,NA,NA,NA,0,0,"strict",0,0,3,NA,1,0,1,1,0,0,0,0,0,"Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo",13,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",7252607,1,1,1,1,"within a day",100,100,1,1,1,3,3,4,1,1,"Roslindale","02131",0,"House","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,0,1,10,5,1125,0,0,0,262,4,95,9,10,10,10,9,10,0,0,"strict",0,0,3,0.29,1,0,1,1,0,0,0,0,0,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Indoor Fireplace, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo",14,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",2583074,1,1,1,1,"within a few hours",100,94,1,1,1,3,3,4,1,1,"Roslindale","02131",1,"Villa","Private room",1,2.5,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",0,0,1,0,2,1125,6,27,57,332,31,99,10,10,10,10,9,10,0,0,"flexible",0,0,3,1.24,0,1,0,0,0,1,1,0,1,"Internet, Wireless Internet, Air Conditioning, Kitchen, BuzzerWireless Intercom, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Essentials",12,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"22",13251243,1,1,1,1,"within an hour",100,100,0,1,1,1,1,5,1,1,"Roslindale","02131",1,"House","Entire home/apt",3,1,0,2,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",150,50,3,0,2,6,0,7,32,207,16,98,10,10,10,10,10,10,0,1,"moderate",0,0,1,5.93,1,0,0,0,0,1,0,0,1,"TV, Internet, Wireless Internet, Air Conditioning, Heating, FamilyKid Friendly, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",18,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"23",225834,1,1,1,1,"within an hour",100,79,0,1,1,2,2,4,1,0,"Roslindale","02131",1,"Apartment","Private room",2,0,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",0,0,1,10,1,365,0,0,24,299,38,98,9,10,10,10,9,9,0,1,"strict",0,0,2,0.63,0,0,0,0,0,1,1,0,1,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Breakfast, Heating, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Fire Extinguisher, Essentials, Shampoo, Laptop Friendly Workspace",15,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",6400432,1,1,1,1,"within a day",100,63,0,1,1,1,1,4,1,1,"Roslindale","02131",0,"House","Entire home/apt",8,1,3,5,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Shampoo}",150,100,6,0,3,1125,0,0,0,0,21,88,9,9,9,10,9,10,0,0,"flexible",0,0,1,1.58,0,0,1,1,0,0,0,0,0,"TV, Internet, Wireless Internet, Kitchen, Free Parking on Premises, Indoor Fireplace, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Shampoo",14,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",5498472,1,1,1,1,"N/A",NA,NA,0,1,1,1,1,2,1,0,"Roslindale","02131",1,"House","Entire home/apt",5,3.5,4,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",500,100,1,0,14,1125,0,0,0,0,1,100,10,10,10,10,10,10,0,0,"moderate",0,0,1,0.07,0,0,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Indoor Fireplace, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher, Essentials",16,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",894539,1,1,1,1,"within an hour",100,92,1,1,1,2,2,4,1,1,"Roslindale","02131",1,"House","Private room",2,1.5,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),""Other pet(s)"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,10,1,0,1,1125,0,0,0,1,40,96,10,10,10,10,9,10,0,0,"moderate",0,0,2,1.13,0,0,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Pets Allowed, Breakfast, Pets live on this property, Cats, Other pets, Indoor Fireplace, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Fire Extinguisher, Essentials, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",26,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
