"","id","thumbnail_url","medium_url","picture_url","xl_picture_url","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","zipcode","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","requires_license","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","downtown","kitchen","restaurants","laundry","harvard","bus","subway","airport","nosmoking","amenities_list","amenity_counts","TV","Wireless Internet","Kitchen","Free Parking on Premises","Pets live on this property","Dogs","Heating","FamilyKid Friendly","Washer","Dryer","Smoke Detector","Fire Extinguisher","Essentials","Shampoo","Laptop Friendly Workspace","Internet","Air Conditioning","Pets Allowed","Carbon Monoxide Detector","Lock on Bedroom Door","Hangers","Hair Dryer","Iron","Cable TV","First Aid Kit","Safety Card","Gym","Breakfast","Indoor Fireplace","Cats","24Hour Checkin","Hot Tub","BuzzerWireless Intercom","Other pets","Washer  Dryer","Smoking Allowed","Suitable for Events","Wheelchair Accessible","Elevator in Building","Pool","Doorman","Paid Parking Off Premises","Free Parking on Street"
"1743",9132081,1,1,1,1,"N/A",NA,NA,0,1,1,1,1,2,1,0,"Charlestown","02129",1,"Condominium","Entire home/apt",6,1,2,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in""}",0,75,1,0,2,1125,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,"flexible",0,0,1,NA,0,0,0,0,0,0,0,0,0,"TV, Internet, Wireless Internet, Kitchen, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, 24Hour Checkin",11,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1744",14292385,0,0,1,0,"within a day",83,40,0,1,1,1,1,2,1,0,"Charlestown","02129",0,"Apartment","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,""translation missing: en.hosting_amenity_50""}",0,0,1,0,1,1125,15,45,75,350,0,NA,NA,NA,NA,NA,NA,NA,0,0,"flexible",0,0,1,NA,0,0,0,0,0,0,0,0,0,"Wireless Internet, Air Conditioning, Kitchen, Elevator in Building, Heating, FamilyKid Friendly, Washer, Dryer, Essentials",9,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1745",2167993,0,0,1,0,"within a few hours",100,81,1,1,1,1,1,4,1,1,"Charlestown","02129",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,100,1,0,1,1125,11,27,54,329,56,99,10,10,10,10,9,10,0,0,"strict",0,0,1,1.76,1,0,0,1,0,1,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Wheelchair Accessible, Kitchen, Free Parking on Premises, Pets Allowed, Elevator in Building, Hot Tub, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Safety Card, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",27,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
"1746",14013583,1,1,1,1,"within a few hours",100,85,0,1,1,4,4,5,1,1,"Charlestown","02129",1,"House","Private room",1,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",250,25,1,0,3,30,7,27,57,57,2,100,10,10,10,10,10,10,0,0,"moderate",0,0,4,2,0,1,0,0,0,0,0,0,1,"TV, Wireless Internet, Air Conditioning, Kitchen, Indoor Fireplace, Heating, Washer, Dryer, Essentials, Shampoo, Hangers, Hair Dryer, Laptop Friendly Workspace",13,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1747",13063952,1,1,1,1,"within an hour",100,89,1,1,1,10,10,4,1,1,"Charlestown","02129",1,"Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",0,35,1,25,1,1125,0,0,0,192,3,93,10,10,9,10,9,10,0,0,"flexible",0,0,4,1.41,1,0,1,0,1,1,1,1,1,"Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, Washer, Dryer, Essentials, Shampoo, 24Hour Checkin, Hangers, Laptop Friendly Workspace",12,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1748",6886946,1,1,1,1,"within a day",100,63,1,1,1,1,1,5,1,1,"Charlestown","02129",1,"Condominium","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",500,50,1,0,2,1125,4,4,11,11,24,96,10,10,10,10,9,10,0,0,"strict",0,0,1,1.66,0,0,1,0,0,1,1,0,1,"TV, Cable TV, Internet, Wireless Internet, Kitchen, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",19,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1749",6378076,1,1,1,1,"within a few hours",100,95,0,1,1,2,2,4,1,1,"Charlestown","02129",1,"Condominium","Entire home/apt",3,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,85,1,0,1,1125,0,0,0,246,23,90,9,9,10,10,9,9,0,0,"strict",0,0,1,1.53,1,0,0,1,0,0,0,0,0,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Pets Allowed, Heating, FamilyKid Friendly, Suitable for Events, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo",16,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1750",14537320,1,1,1,1,"N/A",NA,NA,0,1,1,1,1,5,1,1,"Charlestown","02129",0,"Condominium","Entire home/apt",3,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron}",0,80,1,0,2,1125,0,4,34,309,0,NA,NA,NA,NA,NA,NA,NA,0,0,"strict",0,0,1,NA,1,1,1,0,0,1,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, Hangers, Iron",15,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1751",6690605,1,1,1,1,"within an hour",100,0,0,1,1,1,1,4,1,1,"Charlestown","02129",1,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,0,1,0,4,1125,0,22,43,98,6,90,10,10,10,10,10,9,0,0,"moderate",0,0,1,0.47,0,0,0,0,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Pets Allowed, Pets live on this property, Dogs, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",23,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1752",5592866,1,1,1,1,"within an hour",100,100,0,1,1,1,1,4,1,1,"Charlestown","02129",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",0,25,1,0,3,1125,0,0,0,6,7,100,10,10,10,10,10,10,0,1,"flexible",0,0,1,0.43,1,0,0,0,0,1,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials",12,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1753",8442940,0,0,1,0,"within an hour",100,63,0,1,1,1,1,5,1,1,"Charlestown","02129",1,"House","Entire home/apt",3,1,1,2,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",0,25,3,0,2,1125,1,1,7,7,60,97,10,10,10,10,10,10,0,0,"flexible",0,0,1,5.2,0,0,0,0,0,1,1,1,1,"Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Heating, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron",13,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1754",708802,1,1,1,1,"within an hour",100,85,1,1,1,2,2,3,1,0,"Charlestown","02129",1,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",0,0,1,0,2,7,5,10,32,304,221,98,10,10,10,10,10,10,0,0,"moderate",0,0,1,4.65,0,0,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Pets live on this property, Cats, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher",15,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1755",1658983,1,1,1,1,"within a day",100,100,1,1,1,1,1,5,1,1,"Charlestown","02129",1,"Apartment","Entire home/apt",3,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",0,0,2,50,2,1125,0,8,18,235,46,96,10,10,10,10,10,10,0,0,"strict",0,0,1,1.28,0,0,0,0,0,1,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer",17,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1756",6000531,1,1,1,1,"within a few hours",100,100,0,1,1,1,1,4,1,1,"Charlestown","02129",1,"Apartment","Entire home/apt",3,1,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in""}",0,0,4,0,2,1125,8,8,8,8,4,100,10,10,10,10,10,10,0,0,"strict",0,0,1,0.27,0,0,0,0,0,0,1,0,1,"TV, Internet, Wireless Internet, Kitchen, Pets Allowed, Heating, FamilyKid Friendly, Smoke Detector, Carbon Monoxide Detector, Essentials, 24Hour Checkin",11,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1757",13586128,1,1,1,1,"within a day",98,68,0,1,1,24,24,4,1,1,"Charlestown","02129",1,"Apartment","Entire home/apt",6,2,3,3,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",500,125,1,0,2,90,11,32,57,332,1,100,10,10,10,10,10,10,0,0,"strict",0,0,24,0.56,0,0,0,0,0,1,1,0,0,"TV, Wireless Internet, Air Conditioning, Kitchen, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",14,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1758",9900315,0,0,1,0,"within a few hours",100,48,0,1,1,1,1,5,1,1,"Charlestown","02129",1,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,20,2,20,2,1125,0,1,5,17,11,91,9,9,10,10,10,10,0,0,"moderate",0,0,1,1.89,0,1,0,0,0,0,0,0,0,"Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Breakfast, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",20,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1759",11521541,0,0,1,0,"within a few hours",83,100,0,1,1,2,2,3,1,0,"Charlestown","02129",0,"House","Entire home/apt",8,3,3,4,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",0,200,1,0,3,1125,20,48,78,349,4,90,9,9,10,10,10,9,0,0,"strict",0,0,1,1.26,0,0,1,1,0,1,0,0,0,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Fire Extinguisher, Essentials, Shampoo",16,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1760",13045194,1,1,1,1,"within an hour",100,100,0,1,1,1,1,4,1,1,"Charlestown","02129",0,"Apartment","Entire home/apt",5,1,2,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",0,80,1,0,5,1125,0,0,4,279,21,92,10,9,9,9,10,10,0,0,"moderate",0,0,1,6.63,0,0,1,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Pets Allowed, Indoor Fireplace, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron",24,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1761",8189821,1,1,1,1,"within a few hours",100,0,0,1,1,1,1,3,1,0,"Charlestown","02129",1,"Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Shampoo}",0,0,1,0,1,1125,0,0,0,0,2,100,10,10,10,10,10,10,0,0,"flexible",0,0,1,0.17,0,0,0,0,0,1,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Pets live on this property, Dogs, Indoor Fireplace, BuzzerWireless Intercom, Smoke Detector, Carbon Monoxide Detector, Safety Card, Fire Extinguisher, Shampoo",15,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1762",1445064,0,0,1,0,"within a few hours",100,100,1,1,1,1,1,4,1,1,"Charlestown","02129",1,"Condominium","Private room",1,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",""Other pet(s)"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,120,1,0,32,130,0,0,0,250,73,95,10,10,9,10,9,9,0,0,"moderate",1,1,1,1.99,1,0,0,0,0,1,0,0,1,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Pets live on this property, Other pets, BuzzerWireless Intercom, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Fire Extinguisher, Essentials, Shampoo, Lock on Bedroom Door, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",23,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1763",13585624,1,1,1,1,"within a few hours",98,66,0,1,1,22,22,4,1,1,"Charlestown","02129",1,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",500,125,1,0,3,90,11,34,64,339,3,87,9,9,9,9,10,9,0,0,"strict",0,0,19,1.7,1,0,0,0,0,1,1,0,0,"TV, Wireless Internet, Air Conditioning, Kitchen, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",14,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1764",14191723,1,1,1,1,"a few days or more",0,100,0,1,1,1,1,4,1,1,"Charlestown","02129",1,"Condominium","Entire home/apt",3,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",""Laptop Friendly Workspace""}",0,25,1,0,1,3,0,12,42,42,0,NA,NA,NA,NA,NA,NA,NA,0,0,"flexible",0,0,1,NA,0,0,0,0,0,0,0,0,0,"TV, Wireless Internet, Air Conditioning, Kitchen, Breakfast, Heating, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher, Essentials, Shampoo, Hair Dryer, Laptop Friendly Workspace",13,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1765",6627802,0,0,1,0,"within a few hours",100,100,0,1,1,3,3,3,1,0,"Charlestown","02129",1,"Apartment","Entire home/apt",3,2,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",0,100,1,0,200,1125,30,60,90,365,0,NA,NA,NA,NA,NA,NA,NA,0,0,"strict",0,0,2,NA,0,0,0,1,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Pool, Kitchen, Free Parking on Premises, Doorman, Gym, Elevator in Building, BuzzerWireless Intercom, Heating, Washer, Dryer, Smoke Detector, Essentials",17,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
"1766",5076880,1,1,1,1,"within a few hours",100,47,1,1,1,1,1,4,1,1,"Charlestown","02129",1,"Apartment","Entire home/apt",3,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",0,100,1,0,1,1125,16,34,64,339,20,98,10,10,10,10,10,10,0,0,"moderate",0,0,1,1.09,0,0,1,0,0,1,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Kitchen, Pets Allowed, Pets live on this property, Dogs, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Fire Extinguisher, Essentials, Shampoo",17,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1767",12356962,1,1,1,1,"within an hour",100,40,0,1,1,1,1,5,1,1,"Charlestown","02129",1,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,0,1,0,1,1125,5,35,65,340,15,96,10,10,10,10,9,9,0,0,"flexible",0,0,1,3.13,0,1,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Pets Allowed, Pets live on this property, Heating, FamilyKid Friendly, Suitable for Events, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher, Essentials, Shampoo, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",23,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1768",12372052,1,1,1,1,"within an hour",100,89,1,1,1,10,10,4,1,1,"Charlestown","02129",1,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",0,35,4,0,1,1125,0,0,27,231,4,95,10,10,10,10,9,10,0,0,"flexible",0,0,4,1.79,1,0,1,0,0,1,1,1,1,"Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Heating, Washer, Dryer, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",15,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
