"","knn1_200","knn3_200","knn5_200","knn7_200","knn15_200"
"26",37.5121751228104,32.945196294397,31.1309664504852,29.7304238377423,28.3792792052832
"27",40.0601224297406,33.5155646166521,31.968298325385,31.1760381318512,30.6877764377875
"28",37.1272583597119,30.7073030619679,28.5423566858795,27.4583819194375,26.0449074645091
"29",41.0606934626173,35.4426930453405,33.6863408831459,33.2677330181834,31.5988840823534
"30",39.287826783418,32.7386982083045,31.1990925364848,30.0609183659626,29.2961299168126
"31",38.6447269177239,33.2856204503305,31.9255363264749,31.2883841816548,29.944114120923
"32",39.7728593605603,33.6186477903526,32.0905159989674,31.0650785285324,29.6945966742122
"33",39.0064828260162,33.6295789685573,32.2020350501321,31.463089761287,30.5302166824515
"34",39.4147016276613,34.1157874139934,31.5069283160255,30.3596825963251,29.2761626021831
"35",40.1925083646339,35.2950899964423,33.4567119512759,33.0789487955433,32.1721171625348
"36",39.4676603640934,33.3710704801547,31.9086095793342,31.1225266429478,30.1227601361685
"37",39.1211943289804,34.2629965049121,32.2483767909742,30.8967137298518,30.1757694785633
"38",40.0280255908615,32.5148441337503,30.5152724297706,29.3516914548227,28.750954102728
"39",38.1742433165193,32.0987164011699,29.9933758923913,28.99075043107,28.6033584476255
"40",39.111122862649,33.8692696536329,32.4480263936616,31.7912059646338,30.1332334929928
"41",37.9166271211482,33.1114757797042,31.1878380870231,30.3198747293106,29.536032085517
"42",39.8921291893071,34.3170777346149,33.2374273282524,32.2839602286024,31.1442813430603
"43",39.959038197801,34.6362578420035,32.6575703864585,31.9885699805636,30.8066198950173
"44",40.9478073502672,36.1016160208137,34.3317081845232,33.479741972288,32.0397862584828
"45",38.9827448556527,32.0382963869077,30.5414479235065,29.9457034243258,28.9819212014578
"46",40.2976221840314,33.9413482672834,31.9531213398687,30.93390222908,29.5091903824228
"47",38.8495483707884,33.7963435369803,32.1868117500974,31.334052193397,29.9715070694976
"48",38.9046667238981,34.6953671352787,33.0072826187832,31.5490088073391,30.1593561361469
"49",39.0609508050801,32.8340218400527,31.1486594373545,30.6773144158669,30.2077624912918
"50",38.811590416058,32.8828933401119,31.0457933043894,30.50865833797,29.4344046092781
"51",37.0010457571241,32.6107301129512,30.5385963303914,29.6122773322724,27.874492043232
"52",40.7041555873194,33.8815323316352,31.886193283384,30.7212575260648,29.8782533461595
"53",39.7822851459191,34.5863477422561,33.6624472646371,32.8789470457762,31.2879585824595
"54",40.8296679231799,33.8658148006467,32.3099254427154,31.137283591109,29.748961407489
"55",40.4889995690615,34.3566624885147,32.321418478221,30.8561533958565,29.4459517983176
"56",40.7142017370753,34.6441907789068,32.7969897036972,31.9891801109307,30.7620241961315
"57",39.592195010435,33.9994954098545,32.0693051693407,31.3023982983712,30.4607952512777
"58",40.2598927523883,35.5041829237625,33.953866270978,33.4061452591439,32.1271268893962
"59",39.3374058332095,34.7126599565623,33.1031188510879,31.9933693637926,31.2965420699668
"60",40.2674465274301,35.448585821633,33.5439434655326,32.6790370041684,31.4668251345627
"61",39.6863957428846,33.5934729915504,31.2603609358403,30.7507589737433,29.0716554535051
"62",38.1398430797577,33.4475916836128,31.5871789123038,30.9713434605247,29.6732891948901
"63",42.2739982767646,34.9207164269045,32.6302745954943,32.2658140965552,31.3096679049847
"64",37.5142677923501,31.2886467846273,29.555010319654,28.3515329346423,26.8936428465274
"65",39.4501549119379,33.952980190403,32.2466739851441,31.4390522750309,30.4405773489239
"66",41.4975434825182,34.3869472643455,32.537020119134,32.0981551944716,30.6951974276897
"67",38.489169719876,32.7790040108954,30.9602664133341,30.4677535901601,29.3785207593347
"68",41.2958781160479,35.5745154418652,33.4809900244519,32.2553094765393,30.5187256097596
"69",38.7545005936053,33.41131260147,32.1266707548518,31.4206437472424,30.3077472161228
"70",36.9639589315814,31.016780477748,30.2600084616276,29.529281562607,28.5948921299984
"71",37.7719310446241,32.3109628972229,29.6885935010886,29.0526366447724,27.7593790884685
"72",38.5692950175201,32.9916679756084,30.8867609415108,30.7020353757597,29.3023752257994
"73",39.2614086559708,33.8583694237323,32.5832875336857,31.6625845777201,31.1859442335877
"74",38.051060363417,32.7525888812797,30.721804903274,29.8948997694991,29.4103261959804
"75",39.5507702771018,34.6555266933238,32.4598606635315,32.0278628921505,30.7743078560085
"76",41.3541682367418,35.6104617807119,33.8578851690623,32.9051227994902,31.7847664633942
"77",39.1688775448082,34.4665255337198,33.3391885925542,32.2523851667364,30.8291288294292
"78",40.745949875025,34.9271311977719,33.9114415020862,33.4833189714376,32.5780943161992
"79",40.9705297879545,35.9966158883266,33.395703411414,32.6305896770357,31.8409377982778
"80",37.6203894063485,32.3241092993054,30.8468088119317,30.4365807020368,29.1748294054588
"81",40.2348486333131,33.3322708083948,30.5123560702999,29.6659080343836,28.1834090933614
"82",41.5040989328166,34.7049599519028,32.5612492682544,31.6460008202556,30.4613430971975
"83",42.8092329492648,35.7957577257911,33.4552833737923,32.2608128415528,31.6279046611609
"84",39.0509385251379,34.935016351521,33.1277915847671,32.3568561809967,31.4355407322066
"85",37.5023186535122,31.946944774294,29.9128554217055,29.4167730434736,28.6587268943633
"86",37.5816154391919,34.3350307265612,32.115977775352,31.2725754312895,30.3871356290265
"87",38.814259516402,32.6972709774049,31.0718542818249,30.5619530013052,29.0286410490736
"88",40.6330470555209,34.9014175059315,33.5208780966702,32.4423862833403,31.195352095125
"89",37.482324350049,31.7172952213816,30.601027755264,29.6346155826244,28.7683859375984
"90",39.8540299519981,33.4368602179311,31.2537846736561,30.4358107189618,29.115841693011
"91",39.1378085666436,34.4046050105624,32.262106578987,31.4701865412768,30.1501676638634
"92",38.1874411942637,33.167473013573,31.2065297818204,30.8604229726769,30.0718875741022
"93",37.3597037892027,32.8338458259456,31.1992080806503,30.5486646364682,28.9140199865276
"94",38.9311472365059,33.2817533488256,31.3349287753446,30.2923637267018,29.0545376232614
"95",37.8249541273925,33.3922591938526,31.6260043718119,31.3075287180054,29.8272759297227
"96",39.1781342771097,34.3513475238431,33.009633265501,31.8793481400537,30.5573898007651
"97",39.4383664985189,31.8742365722849,30.2799183998068,30.4556238697444,29.5091227586423
"98",40.1562485727322,33.4872190059705,30.9486791275049,30.4533366857387,29.6405567160726
"99",38.5610376602537,33.8515513977207,31.5423345250254,30.2465555654192,28.5576541904862
"100",39.529237316943,34.4641100118685,32.171921082126,31.2549242282242,30.1797082323669
