"","lm_200","step_200","lasso_200","knn1_200","knn3_200","knn5_200","knn7_200","knn15_200","rt_200"
"40",21.4765585294927,22.0663340887684,25.2014623788368,38.0650973628475,31.0485276743281,28.6819482993136,27.8017531052445,26.7822933434664,30.4647716330836
"41",25.3613144289126,26.0735377850399,25.5585383361522,39.9674836878188,34.1733761819935,32.1787030288124,31.6106840698721,30.5494565173783,29.1099756540968
"42",24.7028050078957,25.0865805399385,26.8411215345386,37.6155207522557,32.8672413002727,30.6042774990089,29.584018450198,28.5470620651368,29.7378761188095
"43",25.2141041738073,24.8214444972,26.7643936899449,40.0469581714638,33.5697591363312,32.5764395422687,31.651556942287,30.6510926280773,31.5251429434043
"44",25.5542159905082,25.2232710850111,27.9394220517877,38.870077884471,34.0103631897312,32.3454514217615,32.4982876764978,30.7277927212411,26.5466119863805
"45",24.668113921053,25.1239641133396,26.8612283355298,39.8576133506919,33.5276141868776,32.7010803647535,32.0705849158681,30.4613714525411,30.023077440807
"46",27.0717278488749,27.8854360015315,22.5526321339888,38.7066523276945,33.6154235161486,31.802657993544,31.0989216171221,29.9378710318136,27.6835387780496
"47",26.7577767078066,27.1360574291361,24.7144292670869,39.4241517939897,34.8985505696766,32.6988623366896,32.837456032474,31.3854456739825,28.2014196040198
"48",26.3067057032855,26.6108032897442,27.8893892112413,39.5677841735023,33.7297705294799,32.3191993575326,31.897844330334,30.8067073055493,28.8442378025177
"49",23.5702820154507,23.2256671263948,29.219051721754,37.0554581620693,31.1531087175822,28.9890846161314,28.7366016506848,26.9228336361774,26.9554977587959
"50",24.0306562036241,24.7817275390824,26.7086261262728,38.6039491967731,31.0252382133609,29.6589924642475,29.0698024741376,27.7845120043301,30.3710843599602
"51",24.3141695738728,24.4481012731073,23.9424485980415,37.9417377458639,32.3732508894397,30.2956916533694,29.914551907404,28.8237796915535,28.9015144987794
"52",25.6687224605907,25.8213554928049,25.4137924641251,39.7638766737224,34.3833592764955,32.4165014652773,31.9322331326422,30.5936832799565,27.3163518563153
"53",24.6687033479585,23.2092622042367,27.9092115547101,38.469902714187,32.3321091728373,30.2477670985843,29.6140362274319,28.5593296514666,27.6422815287595
"54",25.8241542000068,25.901341292606,27.3083117543022,41.3446741902991,35.7017155049008,34.3126349318555,33.3611028775271,31.6410808304079,31.4655870235668
"55",26.7075921140893,26.7593927584583,25.0548601005406,40.1558720325843,35.9972063798558,33.4753314752921,32.7897433211013,31.6835672478617,30.7012814740354
"56",24.4814830439151,24.7008246062031,25.7627663311514,39.5390163904343,32.8642843892747,30.4705907435268,29.5747806236544,28.7934247327902,28.6233105348542
"57",24.7188452620299,25.4924043956175,23.540861263503,39.6925756231955,33.9913482116711,32.1498075934363,31.4835345665378,30.3330981071027,27.9637073143372
"58",23.8960105347243,25.0278589759282,24.3726010647275,37.3756464185673,32.871805330214,31.4771773496378,30.5914162770973,29.2639616589824,30.0938798822428
"59",24.6492347842139,24.678509424359,25.3706244406898,38.403206931791,33.3795316740266,31.6601273573423,30.4819332172141,29.2453424118861,28.8093367061527
"60",24.5380658027377,24.3658056172575,25.8248480108006,37.7129837728263,32.0529960305591,30.017396045609,29.3770309811017,28.4873768292936,27.3616289995616
"61",23.856102560864,24.3951711958531,28.1751655906974,40.0301014204779,34.2750532147351,32.6445398899429,31.6334725005813,30.5785814351411,30.1275731852989
"62",23.2742509469503,23.3780995752744,26.9419043661121,38.8698509137247,33.7554376407551,31.1484202610894,30.0857283355333,28.9028865217677,28.5670431233105
"63",23.6668546244917,23.9960000143101,26.6795271961223,42.7619434282518,34.1038201997093,32.573991538344,31.9812665740277,30.7166485755804,28.8439159540818
"64",24.7374870583873,25.6226362632936,24.8436839805806,37.4691752121542,32.7283214873625,30.5735370711617,29.6217860081103,27.8846599414742,24.353638668312
"65",24.7131351085453,24.8305615659327,24.6331631818619,37.376148949372,32.9082971159308,31.1253419268053,30.1070777510084,29.4047725506871,27.886617215378
"66",24.8402798469643,24.8636191825513,24.4098710455142,38.5991165209061,32.235090710245,30.3330262751111,30.0371165971215,28.9173316098983,28.4819377856645
"67",25.0429315043298,25.4139890315889,28.9144828993003,37.8318164136863,32.0889285379396,30.5644888154517,30.2041156081303,29.161616795556,26.7465212557285
"68",29.9289873195794,27.864401055794,24.5275722951327,40.221736672191,36.174742369748,34.9996594033374,34.6537566331372,33.3940269572606,30.357856498736
"69",24.4045592130935,23.9398660826196,26.7266889025236,36.8201210608729,31.4091805307215,29.5054586879892,28.9966747062647,27.6969555272045,27.0076714953079
"70",25.097784751399,25.7891760034213,28.6797886263014,39.6569041756412,34.2624112665644,32.801315936536,32.4545967909915,30.9728561677058,32.0597986747961
"71",24.5272882467797,25.2027020197407,26.5814955605528,40.1205750218121,33.6530347039119,32.0645884857244,31.5096071965934,30.3582614417374,29.9656263724026
"72",25.6835250025314,26.4124596422173,26.713951373466,39.5288777185054,33.8861245789229,32.4861721229136,31.7833935907993,30.9833396993374,28.9121953071105
"73",26.851183139528,27.5783548950411,24.5348470194234,38.2921373206244,33.0393288841509,32.1432225997225,31.2935141754469,30.3330572904211,29.5055734309281
"74",24.8356040161517,23.1015837195937,24.7243351463148,38.9692944729774,33.4565907932499,31.2778967539663,30.5166271141998,29.278913675294,27.4679316482398
"75",27.4781890365985,27.5883089698248,22.4270951905987,39.8833389640405,31.7742558606136,29.9720759946519,29.8660186721956,28.4050017130842,28.9773967747065
"76",25.4197061490295,25.8007168445425,24.9853011438728,41.4411979303187,34.8040314975657,32.6365298568642,31.9945355803303,30.4332109899268,28.9071830431765
"77",25.2467487089585,25.307644031659,24.7075691169181,37.9214214003666,33.8753218718638,31.7370815937869,31.4709906743012,30.7833000731201,31.2443181780612
"78",23.474714582275,23.2689261199826,29.6139600190537,40.6841934519555,34.7246928383859,32.4715299872862,31.420577989695,29.7096946995032,25.9942245770396
"79",24.3848172591543,24.2773229033368,23.7881374431502,40.2803579904366,32.9554827112,31.4536829820899,31.2278385010418,29.8908461456321,27.6948824583603
"80",22.4324923470376,23.1190151565719,23.6632227830173,38.0306594970071,31.5447204408949,30.164978264079,29.6791142801199,28.1165189090603,27.7825007317237
"81",27.1759865046043,27.6255708973056,26.7987770363522,37.3123078902949,32.323581719098,31.4071663648692,30.455428697711,29.4949200287775,29.2967160067266
"82",26.227553091713,26.220465015383,25.4605386102834,39.4726856940803,33.8604411068906,32.0905676253494,31.0941904409275,29.7949056768327,30.0727599376272
"83",25.8540740787963,26.0884489179895,24.5344473237638,38.4424122428331,33.3746040537074,31.1166582563637,30.7352968314004,29.9856395189724,29.4140379703993
"84",26.3436371810045,26.2789354730084,26.495624565799,41.2637285066551,33.9915376560762,32.5450223280992,32.3929334852963,31.4307159794571,29.1574960013745
"85",27.4519677538472,27.3410802663438,25.752456831119,40.7887339671659,33.362099553656,31.3882187218461,30.853984660355,30.4767168141442,31.5747740425425
"86",25.4820486503163,25.9409897215849,26.6905110261477,39.3339149110252,34.0242364813106,32.7733240842187,32.0778090172538,30.9118119404045,27.9282588908284
"87",27.8504014871683,27.8957741077361,23.497370399108,38.2588842357245,33.8219416703702,32.3571243540711,31.3180064172358,30.1551249147388,26.6796288741125
"88",27.3957494976767,27.773073183871,22.7870660964764,38.6552456807751,34.1895136904709,32.826226021053,32.2970045333271,30.8693646772747,31.4506034117819
"89",24.4901956100222,24.3709365952513,24.3205822494564,39.7869474310447,33.8624534914435,32.6303592999663,32.5917681576005,30.9308929809736,29.9860384438502
"90",25.9068059650049,25.6139011067656,23.3072626190021,37.815374686381,33.3058613372968,32.5142686363878,31.9517144035905,30.2682356113959,27.2523458356166
"91",24.0424373242329,24.3249127876331,24.5902219864281,38.068247699607,32.196344036222,30.7777977556643,30.4286242630004,29.4075039531091,26.6164589291485
"92",23.4780835649419,24.5175246706796,24.9771387169144,39.6288953257703,34.1394173211288,33.0402700220773,32.1638425021299,30.9841469264308,31.3629989868304
"93",23.6705148075051,23.9302847925607,26.2322274057567,40.2957281368689,34.5373086922802,33.1907838106995,32.3245572914683,31.0092452387437,31.0925692484584
"94",26.887015091912,26.9475791961386,23.14331658263,39.5867145058631,33.8481600690552,32.6218779324145,32.0948236422013,30.2172004528784,28.3294495650544
"95",23.7955320229721,23.9523432395336,24.068360320236,38.0358553416737,31.6295341920754,29.1449817205657,28.2941167848945,26.8040383945268,25.6509973701259
"96",24.3566178793508,25.1977070265382,23.4208493937491,38.5669248819452,32.7627213041744,31.0737808690971,30.4122074567929,29.3279151637608,29.3669146580404
"97",22.9081081857341,23.6484386662547,28.4728700249679,39.7719160462225,34.0082296093252,32.5043769906637,31.9196510543443,30.3276913323692,29.6819649397693
"98",25.5704687418975,25.9696078339599,25.9840348199558,39.410737143596,33.6308228701942,32.1189912442024,31.8065397461935,30.330999911613,28.5683973215934
"99",23.1458843785943,23.8145364969373,31.8655164125093,38.4891626043935,32.6422556542571,31.3562848531878,31.0077355129946,30.15099666785,25.5410565955941
"100",26.3716534397717,26.1051954012241,24.524450906961,38.8541017167504,32.8342339928552,31.6755724998674,31.3337998812172,29.5654983279377,29.2234026222483
