"","id","thumbnail_url","medium_url","picture_url","xl_picture_url","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","zipcode","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","requires_license","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","downtown","kitchen","restaurants","laundry","harvard","bus","subway","airport","nosmoking","amenities_list","amenity_counts","TV","Wireless.Internet","Kitchen","Free.Parking.on.Premises","Pets.live.on.this.property","Dogs","Heating","FamilyKid.Friendly","Washer","Dryer","Smoke.Detector","Fire.Extinguisher","Essentials","Shampoo","Laptop.Friendly.Workspace","Internet","Air.Conditioning","Pets.Allowed","Carbon.Monoxide.Detector","Lock.on.Bedroom.Door","Hangers","Hair.Dryer","Iron","Cable.TV","First.Aid.Kit","Safety.Card","Gym","Breakfast","Indoor.Fireplace","Cats","X24Hour.Checkin","Hot.Tub","BuzzerWireless.Intercom","Other.pets","Washer..Dryer","Smoking.Allowed","Suitable.for.Events","Wheelchair.Accessible","Elevator.in.Building","Pool","Doorman","Paid.Parking.Off.Premises","Free.Parking.on.Street","avgprice","pricevar","counteng","pos","neg","zero","wordcount","charcount","sentiment","count"
"61",67774,0,0,1,0,"within a few hours",100,93,0,1,1,12,12,2,1,0,"Beacon Hill","02108",1,"Apartment","Entire home/apt",3,1,1,1,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector""}",0,250,0,0,6,90,0,0,0,248,11,93,10,9,10,10,10,9,0,0,"strict",0,0,10,0.24,0,0,0,0,0,0,0,0,1,"Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Doorman, Elevator in Building, Heating, Washer, Dryer, Smoke Detector",11,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,110,0,11,1,0,0,36,198.909090909091,0.542386096587395,404
"62",67946,1,1,1,1,"within a few hours",89,45,0,1,1,558,558,4,1,1,"Fenway","02115",1,"Apartment","Private room",3,NA,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",0,150,1,0,3,730,29,59,89,364,1,100,10,10,10,6,8,8,0,0,"super_strict_30",0,1,79,0.02,0,0,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Air Conditioning, Wheelchair Accessible, Pool, Kitchen, Pets Allowed, Gym, Elevator in Building, Heating, FamilyKid Friendly, Washer, Dryer",14,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,256.554945054945,321.553446553446,1,1,0,0,108,640,0.312081128747795,11
"63",68902,0,0,1,0,"within a few hours",89,45,0,1,1,558,558,4,1,1,"Back Bay","02116",1,"Apartment","Entire home/apt",4,1.5,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",0,0,1,0,2,120,29,59,89,364,6,87,10,9,9,9,10,8,0,0,"super_strict_30",0,1,79,0.12,0,0,0,0,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Pets Allowed, Elevator in Building, Indoor Fireplace, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, 24Hour Checkin, Hangers, Iron, Laptop Friendly Workspace",20,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,380.631868131868,7056.58586867678,6,1,0,0,45.3333333333333,265.833333333333,0.388818392255892,1
"64",69369,1,1,1,1,"within a few hours",92,96,0,1,1,5,5,4,1,1,"Roxbury","02119",1,"Apartment","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",""Air Conditioning"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",0,0,1,20,3,1125,6,36,58,333,83,95,9,9,10,10,8,9,0,0,"strict",1,1,5,1.29,0,0,0,0,0,0,0,1,0,"Wireless Internet, Air Conditioning, Pets live on this property, Dogs, Cats, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials",14,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,77,0.974025974025974,0,0.025974025974026,73.1298701298701,402.766233766234,0.439758748633486,6
"65",70481,1,1,1,1,"within a few hours",100,93,0,1,1,12,12,2,1,0,"Downtown","02108",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,150,1,0,5,36,0,0,0,259,6,93,10,9,10,9,10,9,0,0,"strict",0,0,10,0.09,0,1,0,1,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Doorman, Elevator in Building, Heating, Washer, Dryer, Smoke Detector, Essentials, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",17,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,175,0,6,1,0,0,55.3333333333333,313.5,0.483333485164293,83
"66",72811,1,1,1,1,"within a day",84,74,0,1,1,1,1,4,1,1,"Allston","02134",1,"Apartment","Private room",2,0,1,2,"Real Bed","{""Cable TV"",""Wireless Internet"",Heating,Essentials}",0,0,1,15,2,14,23,50,80,355,123,91,9,8,9,9,9,9,0,0,"strict",1,1,1,1.84,0,0,0,0,0,0,0,0,0,"Cable TV, Wireless Internet, Heating, Essentials",4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,117,0.965811965811966,0.0256410256410256,0.00854700854700855,51.974358974359,281.495726495727,0.374020382334475,6
"67",76073,1,1,1,1,"within a few hours",100,50,0,1,1,2,2,4,1,1,"Brighton","02135",1,"House","Entire home/apt",11,1.5,5,6,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",0,100,8,25,2,15,0,0,21,290,54,93,9,9,10,10,9,9,0,0,"strict",0,0,2,0.82,1,0,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Kitchen, Free Parking on Premises, Breakfast, Hot Tub, Indoor Fireplace, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",25,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,401.724137931034,40.2696575587639,53,0.943396226415094,0,0.0566037735849057,75.5849056603774,411.471698113208,0.352496967072623,123
"68",77681,1,1,1,1,"within a few hours",80,67,0,1,1,2,2,3,1,0,"Charlestown","02129",1,"Bed & Breakfast","Private room",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Breakfast,""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer}",0,0,1,0,2,730,30,58,88,363,21,83,9,8,8,9,9,8,0,0,"strict",0,0,2,0.35,0,0,0,0,0,0,0,0,1,"TV, Wireless Internet, Air Conditioning, Kitchen, Pets Allowed, Breakfast, Hot Tub, Heating, FamilyKid Friendly, Washer, Dryer",11,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,160,0,21,0.952380952380952,0,0.0476190476190476,58.9523809523809,338.52380952381,0.341149223296545,54
"69",77691,1,1,1,1,"within an hour",100,100,0,1,1,11,11,5,1,1,"Dorchester","02122",1,"House","Private room",3,1.5,1,1,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",100,10,1,15,1,365,29,56,86,361,194,88,9,9,9,9,8,9,0,1,"strict",0,1,9,2.89,0,0,0,0,0,0,0,1,0,"Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Essentials, Shampoo, Lock on Bedroom Door, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",19,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,176,0.977272727272727,0.0113636363636364,0.0113636363636364,62.25,337.329545454545,0.360316635287306,21
"70",82637,1,1,1,1,"within a few hours",80,67,0,1,1,2,2,3,1,0,"Charlestown","02129",1,"Bed & Breakfast","Private room",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Hot Tub"",Heating,""Family/Kid Friendly""}",0,0,1,0,2,730,28,58,88,363,16,80,8,8,9,9,9,8,0,0,"strict",0,0,2,0.27,0,0,0,0,0,0,0,0,1,"TV, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Pets Allowed, Breakfast, Hot Tub, Heating, FamilyKid Friendly",10,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,175,0,16,0.8125,0.0625,0.125,43.25,241.8125,0.330957802044429,194
"71",91588,1,1,1,1,"within a day",90,78,0,1,1,1,1,4,1,1,"Dorchester","02125",1,"Condominium","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",100,25,1,35,1,1125,23,53,83,358,8,91,9,10,10,9,9,9,0,0,"moderate",0,0,1,0.12,0,0,0,0,0,0,1,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Pets live on this property, Dogs, BuzzerWireless Intercom, Heating, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher, Essentials, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",19,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81.159217877095,41.8597327199034,8,0.875,0,0.125,90.625,487,0.307629429309117,16
"72",93505,1,1,1,1,"within an hour",100,91,0,1,1,2,2,5,1,1,"Charlestown","02129",1,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector""}",0,0,0,0,3,365,11,23,23,269,166,94,9,9,10,10,10,9,0,0,"strict",1,1,2,2.57,0,0,0,0,0,1,0,0,1,"TV, Internet, Wireless Internet, Air Conditioning, Heating, FamilyKid Friendly, Smoke Detector, Carbon Monoxide Detector",8,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,155,0.993548387096774,0.00645161290322581,0,76.4838709677419,412.696774193548,0.38195043284673,8
"73",95453,1,1,1,1,"within a few hours",100,87,1,1,1,12,12,3,1,0,"Allston","02134",1,"Apartment","Entire home/apt",2,1,0,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,0,2,25,5,60,11,20,50,325,12,98,10,10,10,10,9,10,0,0,"strict",0,0,12,0.18,0,0,0,1,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",19,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173.32,40.9837037037037,12,0.916666666666667,0,0.0833333333333333,60.9166666666667,359,0.369072646103896,166
"74",115936,1,1,1,1,"within a few hours",100,56,0,1,1,5,5,3,1,0,"Jamaica Plain","02130",1,"Apartment","Entire home/apt",12,1,4,1,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly""}",500,130,1,0,3,365,2,22,52,327,7,70,7,8,8,8,9,7,0,0,"strict",0,0,2,0.13,0,0,0,0,0,0,0,0,0,"TV, Wireless Internet, Kitchen, Pets Allowed, Heating, FamilyKid Friendly",6,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,6,1,0,0,139.833333333333,761.5,0.184603470647518,12
"75",118905,0,0,1,0,"within an hour",100,100,0,1,1,3,3,5,1,1,"East Boston","02128",1,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Hot Tub"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer}",0,0,4,25,28,365,15,45,75,350,17,91,9,10,10,10,9,9,0,0,"strict",0,0,3,0.27,0,0,0,0,0,0,0,0,1,"TV, Cable TV, Wireless Internet, Kitchen, Hot Tub, Indoor Fireplace, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Washer, Dryer",11,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,320,0,17,0.941176470588235,0,0.0588235294117647,63.7647058823529,358.235294117647,0.305883164257197,7
"76",130552,0,0,1,0,"within a few hours",89,45,0,1,1,558,558,4,1,1,"Mission Hill","02120",1,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",0,150,1,0,30,730,29,59,89,364,2,96,10,10,10,10,9,8,0,0,"super_strict_30",0,1,79,0.05,0,0,0,0,0,0,0,0,1,"TV, Cable TV, Internet, Air Conditioning, Kitchen, Gym, Elevator in Building, Heating, FamilyKid Friendly, Washer, Dryer",11,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,272.956043956044,222.323131414041,2,1,0,0,88,489.5,0.227618686868687,17
"77",160572,1,1,1,1,"N/A",NA,NA,0,1,1,1,1,3,1,0,"South Boston","02127",1,"House","Entire home/apt",6,2.5,3,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Hangers,""Hair Dryer"",Iron}",500,50,1,0,4,20,0,0,0,248,2,70,10,10,10,10,10,10,0,0,"strict",0,0,1,0.04,0,1,1,1,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Indoor Fireplace, Heating, FamilyKid Friendly, Washer, Dryer, Hangers, Hair Dryer, Iron",14,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,2,1,0,0,61,343,0.511944444444444,2
"78",163941,1,1,1,1,"within a day",100,90,0,1,1,7,7,4,1,1,"Roxbury","02119",1,"Apartment","Entire home/apt",6,1,2,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,75,2,10,3,365,5,23,53,323,138,92,10,10,10,10,8,9,0,0,"strict",0,0,6,2.24,0,0,0,0,0,0,1,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Indoor Fireplace, Heating, FamilyKid Friendly, Suitable for Events, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",21,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,230.448916408669,79.533873045786,126,0.984126984126984,0,0.0158730158730159,64.3412698412698,352.142857142857,0.365870966951105,2
"79",164418,1,1,1,1,"within an hour",100,100,0,1,1,1,1,4,1,0,"West Roxbury","02132",1,"House","Private room",2,1,1,1,"Futon","{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",""Laptop Friendly Workspace""}",0,0,1,10,2,15,29,53,83,160,37,91,9,9,10,10,9,9,0,0,"moderate",0,1,1,0.61,0,0,0,0,0,1,1,0,1,"Wireless Internet, Air Conditioning, Free Parking on Premises, Pets live on this property, Cats, Heating, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, Hair Dryer, Laptop Friendly Workspace",15,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4375,5.15330188679245,36,1,0,0,70.0277777777778,374.5,0.358588841273635,138
"80",169430,1,1,1,1,"within a day",100,83,0,1,1,1,1,5,1,1,"Roxbury","02119",1,"House","Entire home/apt",10,2,4,6,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",500,80,2,25,2,5,1,1,3,18,105,91,9,9,10,10,8,9,0,0,"strict",0,0,1,1.71,0,0,0,1,0,0,0,0,0,"TV, Internet, Wireless Internet, Air Conditioning, Pool, Kitchen, Free Parking on Premises, Pets Allowed, Breakfast, Pets live on this property, Cats, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, First Aid Kit, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",24,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,241.666666666667,3014.70588235294,96,0.979166666666667,0.0104166666666667,0.0104166666666667,75.15625,402.583333333333,0.396123790255138,37
"81",169938,1,1,1,1,"within a day",50,100,0,1,1,1,1,3,1,0,"Jamaica Plain","02130",1,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Washer / Dryer"",Heating,""Family/Kid Friendly"",Washer,Dryer}",0,125,4,0,3,730,17,24,54,144,1,NA,NA,NA,NA,NA,NA,NA,0,0,"moderate",0,0,1,1,0,0,0,0,0,0,0,0,1,"TV, Cable TV, Internet, Air Conditioning, Kitchen, Free Parking on Premises, Washer  Dryer, Heating, FamilyKid Friendly, Washer, Dryer",11,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,140,0,1,0,0,1,14,87,0,105
"82",176006,1,1,1,1,"within a few hours",90,100,0,1,1,1,1,4,1,1,"Roxbury","02125",1,"House","Private room",2,1,1,1,"Real Bed","{""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""translation missing: en.hosting_amenity_50""}",100,20,1,10,3,365,15,32,53,314,88,93,10,10,10,9,7,9,0,1,"strict",0,1,1,1.46,0,0,0,1,0,1,0,1,0,"Wireless Internet, Kitchen, Heating, FamilyKid Friendly, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher, Essentials",8,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5700636942675,96.3864491972078,75,1,0,0,57.5466666666667,307.653333333333,0.432027909718054,1
"83",177129,1,1,1,1,"within an hour",100,100,0,1,1,3,3,4,1,1,"Dorchester","02124",1,"House","Private room",3,1.5,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",100,40,1,20,2,150,0,0,0,261,131,94,9,10,10,10,9,9,0,1,"strict",1,1,3,2.14,0,0,0,0,0,0,0,0,0,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Breakfast, Pets live on this property, Dogs, Indoor Fireplace, Heating, FamilyKid Friendly, Smoke Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",22,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.1724137931034,58.643236074271,126,0.976190476190476,0.00793650793650794,0.0158730158730159,89.9920634920635,490.293650793651,0.384830529873912,88
"84",179244,1,1,1,1,"within an hour",100,100,0,1,1,11,11,5,1,1,"Dorchester","02122",1,"House","Private room",2,1.5,1,1,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer}",100,10,1,20,1,365,13,43,73,348,81,87,9,8,9,9,8,9,0,0,"moderate",0,1,9,1.33,0,0,0,0,0,0,0,1,0,"Cable TV, Internet, Wireless Internet, Kitchen, Breakfast, Heating, FamilyKid Friendly, Washer, Dryer",9,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,75,0.973333333333333,0.0133333333333333,0.0133333333333333,63.9066666666667,346.706666666667,0.352913340234913,131
"85",179245,1,1,1,1,"within an hour",100,100,0,1,1,11,11,5,1,1,"Dorchester","02122",1,"House","Private room",2,1.5,1,1,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer}",100,10,1,20,1,365,12,42,72,347,33,87,9,9,9,9,8,9,0,0,"moderate",0,1,9,0.55,0,0,0,0,0,0,0,1,0,"Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Breakfast, Heating, FamilyKid Friendly, Washer, Dryer",10,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,29,0.96551724137931,0,0.0344827586206897,59.9310344827586,325.724137931034,0.387003951182473,81
"86",180914,0,0,1,0,"within a few hours",89,45,0,1,1,558,558,4,1,1,"Fenway","02215",1,"Apartment","Entire home/apt",3,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer}",0,150,1,0,3,730,29,59,89,364,2,78,8,8,6,8,9,7,0,0,"super_strict_30",0,1,79,0.04,0,0,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Air Conditioning, Wheelchair Accessible, Kitchen, Elevator in Building, Heating, Washer, Dryer",10,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,249,0,2,0.5,0.5,0,65,354.5,0.326944444444444,33
