"","id","thumbnail_url","medium_url","picture_url","xl_picture_url","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","zipcode","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","requires_license","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","downtown","kitchen","restaurants","laundry","harvard","bus","subway","airport","nosmoking","amenities_list","amenity_counts","TV","Wireless.Internet","Kitchen","Free.Parking.on.Premises","Pets.live.on.this.property","Dogs","Heating","FamilyKid.Friendly","Washer","Dryer","Smoke.Detector","Fire.Extinguisher","Essentials","Shampoo","Laptop.Friendly.Workspace","Internet","Air.Conditioning","Pets.Allowed","Carbon.Monoxide.Detector","Lock.on.Bedroom.Door","Hangers","Hair.Dryer","Iron","Cable.TV","First.Aid.Kit","Safety.Card","Gym","Breakfast","Indoor.Fireplace","Cats","X24Hour.Checkin","Hot.Tub","BuzzerWireless.Intercom","Other.pets","Washer..Dryer","Smoking.Allowed","Suitable.for.Events","Wheelchair.Accessible","Elevator.in.Building","Pool","Doorman","Paid.Parking.Off.Premises","Free.Parking.on.Street","avgprice","pricevar","counteng","pos","neg","zero","wordcount","charcount","sentiment","count"
"1981",12957423,1,1,1,1,"within an hour",100,99,0,1,1,2,2,5,1,1,"North End","02113",1,"Apartment","Entire home/apt",3,1,1,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",500,75,2,30,1,1125,1,2,22,291,36,96,10,10,10,10,10,9,0,1,"moderate",0,0,2,10.19,0,0,1,0,0,0,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, FamilyKid Friendly, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",17,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,175.432989690722,90.4739424102382,34,1,0,0,41.3823529411765,230.029411764706,0.48316432522504,2
"1982",12971329,0,0,1,0,"within an hour",98,88,0,1,1,7,7,4,1,1,"Dorchester","02124",1,"Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",120,25,1,7,1,1125,0,20,50,325,3,100,10,8,10,10,10,10,0,0,"strict",0,0,5,0.83,0,1,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Indoor Fireplace, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Safety Card, Fire Extinguisher, Essentials, Shampoo, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",21,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.8307692307692,20.3570750237416,3,1,0,0,75,408.666666666667,0.452058080808081,10
"1983",12973308,1,1,1,1,"within an hour",100,100,0,1,1,6,6,6,1,1,"Fenway","02215",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Breakfast,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,0,1,0,3,1125,7,31,49,153,1,100,10,10,10,10,10,10,0,0,"moderate",0,0,6,0.28,0,0,0,0,0,0,0,0,0,"TV, Wireless Internet, Air Conditioning, Kitchen, Pets Allowed, Breakfast, Elevator in Building, Heating, FamilyKid Friendly, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",20,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,244.281045751634,8647.17707258342,1,1,0,0,103,591,0.178412698412698,13
"1984",12979965,1,1,1,1,"within an hour",100,98,0,1,1,5,5,4,1,1,"South End","02118",1,"Condominium","Private room",2,1.5,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",180,50,1,69,2,1125,23,27,27,275,3,93,9,10,9,9,9,9,0,0,"moderate",0,0,5,0.84,1,0,0,0,0,1,1,1,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Pets Allowed, Heating, FamilyKid Friendly, Suitable for Events, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, Lock on Bedroom Door, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",25,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,129.854545454545,77.3510285335104,3,1,0,0,64.3333333333333,342.333333333333,0.363641975308642,4
"1985",12986016,1,1,1,1,"within a few hours",96,68,0,1,1,313,313,6,1,1,"Chinatown","02111",1,"Apartment","Entire home/apt",3,1,1,2,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,100,1,0,7,1125,30,60,90,148,1,100,10,10,10,10,8,8,0,0,"moderate",0,1,61,0.42,0,1,0,0,0,0,0,0,0,"TV, Wireless Internet, Air Conditioning, Kitchen, Gym, Elevator in Building, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",18,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,337.648648648649,1097.48115462401,1,1,0,0,9,42,0.6,9
"1986",12987348,0,0,1,0,"within an hour",100,96,1,1,1,2,2,5,1,1,"Downtown","02109",1,"Apartment","Entire home/apt",6,2,2,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",100,80,1,0,1,1125,9,24,34,278,26,95,10,10,10,10,10,10,0,0,"moderate",0,0,2,8.3,0,0,0,0,0,0,0,1,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Elevator in Building, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Safety Card, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",24,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,448.970149253731,37764.4859969814,24,1,0,0,51.6666666666667,287.708333333333,0.477830830406657,1
"1987",12998272,1,1,1,1,"within a day",78,67,0,1,1,1,1,4,1,0,"Back Bay","02115",1,"Apartment","Entire home/apt",5,1,2,3,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,100,4,50,1,1125,9,25,55,330,1,100,10,10,10,10,10,10,0,0,"flexible",0,0,1,1,0,0,0,0,0,0,0,0,0,"TV, Wireless Internet, Air Conditioning, Kitchen, Pets Allowed, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",16,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.890909090909,1413.28289582758,1,1,0,0,34,180,0.545,5
"1988",13000520,1,1,1,1,"within an hour",100,100,0,1,1,4,4,4,1,1,"Mission Hill","02120",1,"Condominium","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Hot Tub"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",100,15,1,20,1,14,8,8,30,30,9,98,10,10,10,10,8,10,0,1,"strict",0,0,4,2.41,0,0,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Breakfast, Hot Tub, Heating, FamilyKid Friendly, Smoke Detector, First Aid Kit, Safety Card, Essentials, Shampoo, Lock on Bedroom Door, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",21,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80.8333333333333,20.8333333333333,9,1,0,0,64,355,0.315786485890653,33
"1989",13002808,1,1,1,1,"within a day",70,89,0,1,1,1,1,5,1,1,"Allston","02134",1,"Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",100,30,1,0,1,14,0,2,32,32,13,93,10,10,10,10,10,9,0,0,"flexible",0,0,1,3.61,0,0,0,0,0,0,0,0,0,"Internet, Wireless Internet, Air Conditioning, Kitchen, Elevator in Building, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, Hangers, Iron, Laptop Friendly Workspace",16,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,74,0,13,0.923076923076923,0,0.0769230769230769,46.6153846153846,252.384615384615,0.37439304368471,2
"1990",13004551,1,1,1,1,"within a few hours",71,98,0,1,1,363,363,5,1,1,"Allston","02134",1,"Condominium","Entire home/apt",6,2,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",300,95,2,10,3,1125,1,1,1,1,3,93,10,10,9,9,10,10,0,1,"strict",0,0,58,1.67,0,0,0,0,1,1,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Pets Allowed, Doorman, Gym, Elevator in Building, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",24,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,529,NA,3,1,0,0,21,123.666666666667,0.532979797979798,12
"1991",13005579,0,0,1,0,"within an hour",100,96,1,1,1,2,2,5,1,1,"North End","02109",1,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",100,80,1,0,1,1125,16,46,72,340,22,93,9,10,10,10,10,9,0,0,"moderate",0,0,2,6.73,0,0,0,0,0,0,0,1,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",18,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,349.581818181818,33264.426416137,21,1,0,0,64,355.285714285714,0.428805686931575,3
"1992",13007124,1,1,1,1,"within a few hours",80,100,1,1,1,2,2,5,1,1,"North End","02113",1,"Apartment","Entire home/apt",2,1,0,1,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",0,40,1,0,3,120,6,14,37,305,21,88,9,9,9,9,10,8,0,1,"flexible",0,0,1,5.63,1,1,1,0,0,0,0,0,0,"TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, First Aid Kit, Essentials, Shampoo, Hangers, Laptop Friendly Workspace",15,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.652459016393,33.0630284728213,20,1,0,0,69.85,380.8,0.378391291887125,3
"1993",13015353,1,1,1,1,"within a few hours",100,88,0,1,1,3,3,5,1,1,"Back Bay","02115",1,"Condominium","Entire home/apt",3,1.5,1,1,"Real Bed","{TV,""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,""24-Hour Check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",500,100,1,0,1,1125,24,54,84,359,2,80,10,7,10,9,9,9,0,0,"flexible",0,0,1,1.87,0,1,0,0,0,0,0,0,0,"TV, Air Conditioning, Kitchen, Heating, Washer, Dryer, Essentials, 24Hour Checkin, Hangers",9,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,350,0,2,1,0,0,88.5,528,0.370929971988796,13
"1994",13015653,1,1,1,1,"within a few hours",100,100,0,1,1,1,1,3,1,0,"Mission Hill","02445",1,"Apartment","Private room",1,1,1,1,"Real Bed","{""Air Conditioning"",Kitchen,""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",100,20,1,20,1,1125,3,13,33,226,4,100,10,10,9,10,10,9,0,0,"moderate",0,0,1,4,0,0,0,0,1,1,1,0,0,"Air Conditioning, Kitchen, Hot Tub, Indoor Fireplace, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, Hangers, Laptop Friendly Workspace",14,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0,4,1,0,0,17,89.25,0.305416666666667,36
"1995",13015767,1,1,1,1,"within an hour",100,99,1,1,1,5,5,3,1,0,"West Roxbury","02132",1,"House","Private room",3,3.5,1,2,"Real Bed","{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Essentials,Shampoo}",0,20,1,20,1,1125,7,35,52,327,22,95,10,10,10,10,9,9,0,0,"strict",0,0,5,6.06,0,0,0,0,0,0,0,0,1,"Wireless Internet, Air Conditioning, Kitchen, Free Parking on Premises, Heating, FamilyKid Friendly, Essentials, Shampoo",8,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0152905198777,12.5488452374252,20,1,0,0,58.6,329.7,0.360202039654246,2
"1996",13015832,1,1,1,1,"within a few hours",97,81,0,1,1,21,21,4,1,1,"Back Bay","02116",1,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",0,50,2,5,2,1125,0,0,0,246,3,87,7,8,7,6,9,9,0,0,"moderate",0,0,17,0.89,0,0,1,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Elevator in Building, Heating, FamilyKid Friendly, Washer, Dryer, Essentials, 24Hour Checkin, Hangers, Laptop Friendly Workspace",15,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,255.983739837398,49.9834079973451,3,1,0,0,162,936.333333333333,0.415503086419753,3
"1997",13015927,0,0,1,0,"within a few hours",97,81,0,1,1,21,21,4,1,1,"Back Bay","02116",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",0,50,1,5,2,1125,0,0,27,298,2,100,10,10,10,10,10,10,0,0,"moderate",0,0,17,0.55,0,0,1,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Pets Allowed, Elevator in Building, Heating, FamilyKid Friendly, Washer, Dryer, Essentials, 24Hour Checkin, Hangers, Iron, Laptop Friendly Workspace",17,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,200.557046979866,10.0657582536777,2,1,0,0,36.5,194,0.315654761904762,1
"1998",13017162,1,1,1,1,"within a few hours",97,81,0,1,1,21,21,4,1,1,"Fenway","02215",1,"Apartment","Entire home/apt",3,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,50,1,5,2,1125,0,0,0,122,14,88,8,9,8,8,10,9,0,0,"moderate",0,0,17,3.68,0,0,1,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Pets Allowed, Gym, Elevator in Building, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher, Essentials, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",21,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,199,0,14,0.928571428571429,0,0.0714285714285714,66.1428571428571,359.642857142857,0.276394988551821,1
"1999",13017460,1,1,1,1,"within an hour",100,69,0,1,1,122,122,5,1,1,"Back Bay","02116",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",0,0,1,0,10,1125,13,43,73,343,1,100,10,10,10,10,10,10,0,0,"moderate",0,0,13,1,0,0,0,0,0,0,0,0,0,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Doorman, Elevator in Building, Heating, FamilyKid Friendly, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",21,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,232,0,1,1,0,0,21,115,0.45,26
"2000",13019695,1,1,1,1,"within an hour",92,91,1,1,1,2,2,4,1,1,"Allston","02134",1,"Apartment","Entire home/apt",4,1,2,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",100,40,0,0,1,10,0,0,1,1,21,92,10,10,10,10,10,9,0,1,"strict",0,0,2,6.77,0,0,0,0,0,0,1,0,0,"Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, FamilyKid Friendly, Smoke Detector, Carbon Monoxide Detector, Fire Extinguisher, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",16,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,187,NA,21,1,0,0,43.8095238095238,242.904761904762,0.414400752147463,1
"2001",13024385,1,1,1,1,"within a few hours",71,98,0,1,1,363,363,5,1,1,"Chinatown","02111",1,"Loft","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",400,95,2,10,3,1125,6,23,50,77,1,100,10,10,10,10,10,10,0,1,"strict",0,0,58,0.36,1,0,0,0,0,1,0,0,1,"TV, Cable TV, Internet, Wireless Internet, Air Conditioning, Kitchen, Heating, Washer, Dryer, Smoke Detector, Carbon Monoxide Detector, Essentials, Shampoo, 24Hour Checkin, Hangers, Hair Dryer, Iron, Laptop Friendly Workspace",18,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,380.688311688312,14519.4805194805,1,1,0,0,29,171,0.295238095238095,1
"2002",13027627,0,0,1,0,"a few days or more",0,100,0,1,1,1,1,5,1,1,"Fenway","02215",1,"Apartment","Private room",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,Heating}",0,35,1,10,90,1125,25,25,25,25,2,NA,NA,NA,NA,NA,NA,NA,0,0,"flexible",0,0,1,0.53,0,0,0,0,0,0,0,0,0,"Internet, Wireless Internet, Kitchen, Heating",4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,0,0,1,14,87.5,0,1
"2003",13028092,1,1,1,1,"within a few hours",88,76,0,1,1,2,2,6,1,1,"Mission Hill","02120",1,"Apartment","Entire home/apt",3,1,1,3,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49""}",0,0,2,100,1,1125,0,0,0,255,10,96,10,9,9,10,9,10,0,0,"moderate",0,0,2,3,0,0,0,0,0,0,0,0,0,"Internet, Wireless Internet, Air Conditioning, Kitchen, BuzzerWireless Intercom, Heating, FamilyKid Friendly, Smoke Detector, Carbon Monoxide Detector, Essentials, Hangers, Laptop Friendly Workspace",12,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135.949019607843,46.0170758067007,10,1,0,0,41.1,225.6,0.476362878553625,9
"2004",13028247,1,1,1,1,"within a few hours",100,78,0,1,1,1,1,4,1,1,"Allston","02163",1,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace""}",0,0,1,20,2,90,1,10,18,51,1,100,10,10,10,10,10,10,0,0,"moderate",0,0,1,1,0,1,1,0,1,0,0,0,0,"Internet, Wireless Internet, Air Conditioning, Kitchen, Elevator in Building, Heating, FamilyKid Friendly, Suitable for Events, Washer, Dryer, Smoke Detector, Essentials, Shampoo, Lock on Bedroom Door, Hangers, Laptop Friendly Workspace",16,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,78.3137254901961,91.6196078431372,1,1,0,0,27,151,0.366666666666667,13
