"","lm_100","step_100","lasso_100","knn1_100","knn3_100","knn5_100","knn7_100","knn15_100","rt_100"
"1",15.5766648910523,15.6385868787606,14.4034379769321,22.6486419989463,18.5380461851573,18.1696964133689,17.9354799224616,17.0446321124746,15.1874592708024
"2",14.7261223009686,14.6968997033756,13.5083659117147,22.7973434047993,19.7805373096332,18.8326131659899,18.4158442141276,17.7320506636017,15.62676357975
"3",15.1730291838826,15.0156842649479,16.9006961451965,23.3193607860375,19.8554502403461,18.8319343001661,18.4611441684209,18.0701896558126,15.9470812239888
"4",14.8653642461378,14.6178007826351,14.3813201964051,21.5330343600911,18.2859924793608,17.4675721199133,17.173010666909,16.3132125740338,16.3659291496261
"5",13.5876872480915,13.4729409563534,16.6495001641041,21.7117373723901,17.9655253505586,17.0972534222035,16.5585545760713,15.9143596974538,14.9860587675887
"6",14.675624888841,14.7347876660608,16.0980555270146,23.1571531187723,19.6448309080908,18.7141673479731,18.107603818813,17.6420042010571,16.4232339780161
"7",14.8569144111526,14.6361452059808,14.8146446521983,23.3157929146192,20.2252711402281,19.3213313124632,18.5705898713645,17.7441161942213,15.3621802458151
"8",14.846405070309,14.7334876899385,14.520825767022,22.9483089440749,19.6661211625104,18.5078817871645,18.043805509739,17.5102066938361,15.7468877124595
"9",15.7578294742279,15.618037331694,15.1176405833904,23.3171882869983,20.1832943489009,19.0331741005978,18.7224967050724,18.1553266194118,15.9904012576745
"10",16.7008086798604,16.5052040717922,15.6191538465257,23.3416830571998,19.1799880504107,18.1516996784733,17.4144318524832,16.5078971213564,17.2143328903694
"11",15.6756069770965,15.5989336481007,13.7188753223498,22.7818031775398,19.1575201779892,18.4777359840934,18.2109966343783,17.3865807393606,16.9174681927693
"12",14.4996608448332,14.2508869658002,16.4596653946845,22.4971974581493,19.0492581451664,18.4493000413643,18.203158038249,17.3398160861997,14.4309157799672
"13",15.1685640644745,15.4306458877675,14.7198740065423,23.1908812141555,19.8261654279256,19.6648198169671,19.3728527557356,18.587120578905,14.9675786294842
"14",15.1752224205077,15.299125107024,14.5081446935899,23.0442210527365,19.3805742017962,18.2728017648619,18.0095684160718,17.2164170164907,16.7044610240088
"15",15.1608876042339,14.9793837172002,15.4405941596956,22.8825299607298,20.0362065832254,19.3330105390302,18.4720022621933,17.5593428260758,16.5236055775185
"16",15.3577635785805,15.3214403371023,16.5537436550408,23.2363648322998,18.5552715280936,17.690429947132,17.3514473482244,16.5939987352303,16.4232431690131
"17",15.6269214203342,15.6419356802626,15.1010768686834,22.4711237704685,18.4843585291802,17.7547953861553,17.4244804637917,16.6308205990912,14.6722075818452
"18",14.109186369697,13.7674830533049,16.0190189312844,22.3406897159415,19.0498996227516,18.2400750489153,17.6576158236414,17.1666709624602,16.2596926855616
"19",14.4785644898698,14.3253761118897,16.2110543101661,22.1789141507761,19.4909765504069,18.2694469786253,17.8309280143999,17.235462785981,15.9711879850751
"20",13.7885103248994,13.8053195388532,13.5248790604555,23.6366729985947,19.7269514082044,18.4391344408332,18.3601010329111,17.6703009603761,14.9522841517117
"21",14.4604849464907,14.3679647877113,15.901505247146,21.7047489102999,19.0559592906152,18.1633072475356,17.7855616923918,16.9353791121214,15.0493688777229
"22",14.3816668180099,14.3973395497885,14.9112977962388,22.9985716428774,18.5827652343516,17.6098244979542,17.3777070698895,16.6678533726933,15.9259905795366
"23",13.5958507778497,13.5900096261085,15.0930112114353,23.4813539669617,19.0608611036236,18.3108161482407,17.6912575708933,16.7838348449991,15.331582446218
"24",15.1680411704829,14.8498202975498,13.8729851344561,22.5108701475238,19.2022853360127,18.5997718309728,18.4187474729614,17.5075885872493,14.9353522935063
"25",14.4527889592127,14.401667202664,15.9834680396877,22.4381029400611,19.3950035370738,18.5012033446483,18.2835948896474,17.6455186904512,15.2098745461276
"26",15.2008911309674,15.1910392396663,15.2398999672909,23.5862201249184,19.9905943003349,18.9721428847318,18.5375813651986,17.6748902397498,15.2227024497786
"27",14.9187990796673,14.6303003565207,15.6954472963423,24.4352896322526,20.2772788785594,19.4254267046735,19.2670620360507,18.2123571827521,16.8131695986427
"28",15.75687498051,15.4428966549668,15.0120079145139,22.5510794901811,20.0995283736503,18.8688982445308,18.6489199534447,17.7397459165385,16.971038930554
"29",14.8448378193795,14.7303213523559,14.0256286116559,21.5834509983722,19.1926443067536,18.4847178111999,18.152906542714,17.4115852504656,14.9679022116621
"30",14.5738106789228,14.6112472835878,14.2158290517366,22.3471385073804,18.854881257448,17.7652076163701,17.5473505541562,16.8186938631583,16.730186587508
"31",15.1948444271604,15.0589354431583,13.9824228344974,23.0875698062874,19.4910068469629,18.6519799631871,18.4113436849617,17.58193328466,15.3792698089231
"32",15.7828248251748,15.6139355982004,14.1566515436248,23.2476051589246,19.7582151692239,19.0716341421556,18.5978017185776,17.7728037632019,17.5886104316117
"33",14.558918448485,14.4629068788831,13.2057295396589,22.8572153381967,19.4246616429301,18.6503152270094,17.7310582111472,16.9122866999938,17.4343850837663
"34",15.3386576593288,15.2899368807602,15.8768032416689,21.9339947941195,18.8882036798695,17.8037277278722,17.2753903733321,16.4144822072209,15.7644035568516
"35",16.4160546639131,16.4110836259319,15.7060778074866,24.0946098429876,20.1027262328948,19.2352925256477,18.6557070841515,17.6448000567106,16.9175711060562
"36",14.8528096528492,14.8059180273924,15.05754244804,22.2464114396908,19.0067154664817,17.9529328896312,17.2577111393795,16.6250790662389,15.8315147114277
"37",18.4172120570708,19.984501810356,16.9347771852113,22.4918919383173,19.7275538060634,19.0733669930235,18.6406775726679,18.1298032899487,18.3171688418121
"38",15.7312239506438,15.6413058459425,14.485694584142,23.234092121539,20.3031150650525,19.3662945114674,18.7121022475761,17.8888268277628,16.6840320367135
"39",15.7077229188375,15.8139618278893,14.150952821752,22.6866079355404,20.4371491925509,19.1115477582265,18.7779408144602,17.971737518862,18.5875787967661
"40",16.0438828024427,16.1351715637519,14.2830793144051,23.871062136296,20.0082863643621,18.9951555952383,18.7678283916173,17.7624547855666,17.37730841692
"41",13.7776394299043,13.7244358162065,14.8075712306988,22.5352128660966,18.7938897600611,17.8757424747264,17.231551589994,16.4852616013613,16.4974418553183
"42",13.6689975016071,13.631941479182,13.4981745171946,22.5552492668046,19.3383732088438,18.2317777443177,17.9523053399791,17.1936845120486,16.434991873596
"43",15.4608992856689,15.421332572585,16.4497261162125,23.7705254373864,20.961278302248,19.5538108976309,19.1975440354673,18.4975198588122,16.7103456841543
"44",15.1639004999811,15.0292931198657,13.7268526018908,23.2419768354709,20.4221271522135,19.5191194220278,18.9747787250565,18.2803870847819,14.3785826327824
"45",16.0048783230521,15.9993008841822,15.4442835658617,23.2054884327031,19.9925541353685,18.8491642021323,18.5886503860325,18.22726637687,17.0957676129233
"46",14.3918646119274,14.2273680040515,13.7683121002248,22.7422282531936,18.4477127996622,17.7863427588252,17.386409992452,16.8220963159388,15.0454803664086
"47",13.4904285209634,13.4428925317906,14.7608667958949,22.0790668222073,18.1892805921544,17.2944633227927,17.1555994323036,16.1208044127073,14.8470540138542
"48",15.307207587895,15.2216618288866,15.0832772133043,23.2055375415069,19.4406589405926,18.5098814211316,18.0226440039514,17.5802603065143,16.5844894803365
"49",15.2208154985515,15.2391530526442,16.5258669296306,22.6423745491446,19.2145043132114,18.6050805161662,18.4348314590023,17.5947021147364,16.1969434358096
"50",15.2778000249033,15.2762747405053,13.4843485571498,22.6678864955607,19.4509066901326,18.6333479328976,18.0601531172457,17.5105034744938,15.037379524569
"51",15.6596470527562,15.4037094325469,13.7158657855205,23.380281959325,18.7544844438973,18.0961281634305,17.3727833613769,16.6342688936467,16.9339202573657
"52",14.3665110902104,14.5588085480244,14.6494231279419,24.5114345222738,21.0717276712997,20.0299294562955,19.677171398194,19.3522258922867,15.9832645491186
"53",14.0754874549626,14.1343845502737,14.6370451610998,22.903164210552,19.2102106424618,18.1927598565196,17.4893682292705,16.3372330283533,16.0752617453947
"54",15.4711190467203,15.4587523494673,14.9973056120246,22.3589099905324,19.2024920429596,18.0442016617421,17.7208253215165,17.0256556443562,18.094395368216
"55",15.163503341246,14.8376730928938,14.581027284875,22.9732156885544,19.8411459966785,19.0247263408788,18.5653665408178,18.106009695092,15.8983533668466
"56",14.8480334514959,14.7491260883407,15.875620987998,22.354292467309,19.3597737516755,18.4137755534557,17.9079165079536,17.0896851387346,14.6754604439409
